FileName,FileExt,DateModified,Size_KB,Size_GB,Source,Path,SimplePath,ParentPath,FileNameClean,FileType,year,month,UsiaDokumen,Size_MB,SizeCategory,Source_Class,Path_modified,Folder_Root,Subfolder_L2,Filename,Path_Class,Path_Anomali,Subfolder_L3,Subfolder_L4,Subfolder_L5,Subfolder_L6,Path_Uniform
KTP Papa_Marlizon,pdf,2025-04-13 10:00:34.871922,624.82,0.0006,documents,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Kartu Identitas Fajri\KTP Papa_Marlizon.pdf,Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Kartu Identitas Fajri\KTP Papa_Marlizon.pdf,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Kartu Identitas Fajri,Ktp Papa Marlizon,document,2025,4,baru,0.61017578125,Sedang (100KB–1MB),Lainnya,C:/Users/ASUS/OneDrive/Documents/FOLDER FAJRI/Kartu Identitas Fajri/KTP Papa_Marlizon.pdf,C:,Users,KTP Papa_Marlizon.pdf,Lainnya,Yes,ASUS,OneDrive,Documents,FOLDER FAJRI,C:/Users/ASUS/OneDrive/Documents
KTP,pdf,2021-07-28 11:54:44.000000,785.11,0.0007,documents,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Kartu Identitas Fajri\KTP.pdf,Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Kartu Identitas Fajri\KTP.pdf,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Kartu Identitas Fajri,Ktp,document,2021,7,menengah,0.766708984375,Sedang (100KB–1MB),Lainnya,C:/Users/ASUS/OneDrive/Documents/FOLDER FAJRI/Kartu Identitas Fajri/KTP.pdf,C:,Users,KTP.pdf,Lainnya,Yes,ASUS,OneDrive,Documents,FOLDER FAJRI,C:/Users/ASUS/OneDrive/Documents
NPWP Fajri,jpg,2023-09-11 08:53:04.000000,93.66,0.0001,documents,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Kartu Identitas Fajri\NPWP Fajri.jpg,Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Kartu Identitas Fajri\NPWP Fajri.jpg,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Kartu Identitas Fajri,Npwp Fajri,image,2023,9,menengah,0.09146484375,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/FOLDER FAJRI/Kartu Identitas Fajri/NPWP Fajri.jpg,C:,Users,NPWP Fajri.jpg,Lainnya,Yes,ASUS,OneDrive,Documents,FOLDER FAJRI,C:/Users/ASUS/OneDrive/Documents
NPWP Fajri,pdf,2024-07-26 13:48:45.081942,82.49,0.0001,documents,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Kartu Identitas Fajri\NPWP Fajri.pdf,Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Kartu Identitas Fajri\NPWP Fajri.pdf,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Kartu Identitas Fajri,Npwp Fajri,document,2024,7,menengah,0.080556640625,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/FOLDER FAJRI/Kartu Identitas Fajri/NPWP Fajri.pdf,C:,Users,NPWP Fajri.pdf,Lainnya,Yes,ASUS,OneDrive,Documents,FOLDER FAJRI,C:/Users/ASUS/OneDrive/Documents
pas foto jas terpotong-min,jpg,2021-08-20 00:14:10.000000,611.63,0.0006,documents,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Kartu Identitas Fajri\pas foto jas terpotong-min.jpg,Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Kartu Identitas Fajri\pas foto jas terpotong-min.jpg,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Kartu Identitas Fajri,Pas Foto Jas Terpotong Min,image,2021,8,menengah,0.597294921875,Sedang (100KB–1MB),Lainnya,C:/Users/ASUS/OneDrive/Documents/FOLDER FAJRI/Kartu Identitas Fajri/pas foto jas terpotong-min.jpg,C:,Users,pas foto jas terpotong-min.jpg,Lainnya,Yes,ASUS,OneDrive,Documents,FOLDER FAJRI,C:/Users/ASUS/OneDrive/Documents
pas foto kemeja putih-converted_compressed,pdf,2021-07-05 12:22:10.000000,52.61,0.0001,documents,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Kartu Identitas Fajri\pas foto kemeja putih-converted_compressed.pdf,Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Kartu Identitas Fajri\pas foto kemeja putih-converted_compressed.pdf,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Kartu Identitas Fajri,Pas Foto Kemeja Putih Converted Compressed,document,2021,7,menengah,0.051376953125,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/FOLDER FAJRI/Kartu Identitas Fajri/pas foto kemeja putih-converted_compressed.pdf,C:,Users,pas foto kemeja putih-converted_compressed.pdf,Lainnya,Yes,ASUS,OneDrive,Documents,FOLDER FAJRI,C:/Users/ASUS/OneDrive/Documents
pas foto kemeja putih,pdf,2021-07-05 12:08:04.000000,3008.66,0.0029,documents,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Kartu Identitas Fajri\pas foto kemeja putih.pdf,Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Kartu Identitas Fajri\pas foto kemeja putih.pdf,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Kartu Identitas Fajri,Pas Foto Kemeja Putih,document,2021,7,menengah,2.93814453125,Besar (>1MB),Lainnya,C:/Users/ASUS/OneDrive/Documents/FOLDER FAJRI/Kartu Identitas Fajri/pas foto kemeja putih.pdf,C:,Users,pas foto kemeja putih.pdf,Lainnya,Yes,ASUS,OneDrive,Documents,FOLDER FAJRI,C:/Users/ASUS/OneDrive/Documents
pasfotojasterpotong,jpg,2024-07-26 13:40:18.326859,145.07,0.0001,documents,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Kartu Identitas Fajri\pasfotojasterpotong.jpg,Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Kartu Identitas Fajri\pasfotojasterpotong.jpg,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Kartu Identitas Fajri,Pasfotojasterpotong,image,2024,7,menengah,0.141669921875,Sedang (100KB–1MB),Lainnya,C:/Users/ASUS/OneDrive/Documents/FOLDER FAJRI/Kartu Identitas Fajri/pasfotojasterpotong.jpg,C:,Users,pasfotojasterpotong.jpg,Lainnya,Yes,ASUS,OneDrive,Documents,FOLDER FAJRI,C:/Users/ASUS/OneDrive/Documents
Paspor Aji,jpg,2022-12-07 11:27:26.000000,558.82,0.0005,documents,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Kartu Identitas Fajri\Paspor Aji.jpg,Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Kartu Identitas Fajri\Paspor Aji.jpg,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Kartu Identitas Fajri,Paspor Aji,image,2022,12,menengah,0.54572265625,Sedang (100KB–1MB),Lainnya,C:/Users/ASUS/OneDrive/Documents/FOLDER FAJRI/Kartu Identitas Fajri/Paspor Aji.jpg,C:,Users,Paspor Aji.jpg,Lainnya,Yes,ASUS,OneDrive,Documents,FOLDER FAJRI,C:/Users/ASUS/OneDrive/Documents
Paspor Aji,pdf,2024-07-26 14:00:17.340723,312.52,0.0003,documents,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Kartu Identitas Fajri\Paspor Aji.pdf,Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Kartu Identitas Fajri\Paspor Aji.pdf,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Kartu Identitas Fajri,Paspor Aji,document,2024,7,menengah,0.3051953125,Sedang (100KB–1MB),Lainnya,C:/Users/ASUS/OneDrive/Documents/FOLDER FAJRI/Kartu Identitas Fajri/Paspor Aji.pdf,C:,Users,Paspor Aji.pdf,Lainnya,Yes,ASUS,OneDrive,Documents,FOLDER FAJRI,C:/Users/ASUS/OneDrive/Documents
SERTIF VAKSIN 2,jpg,2021-08-21 05:29:24.000000,164.74,0.0002,documents,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Kartu Identitas Fajri\SERTIF VAKSIN 2.jpg,Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Kartu Identitas Fajri\SERTIF VAKSIN 2.jpg,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Kartu Identitas Fajri,Sertif Vaksin 2,image,2021,8,menengah,0.16087890625,Sedang (100KB–1MB),Lainnya,C:/Users/ASUS/OneDrive/Documents/FOLDER FAJRI/Kartu Identitas Fajri/SERTIF VAKSIN 2.jpg,C:,Users,SERTIF VAKSIN 2.jpg,Lainnya,Yes,ASUS,OneDrive,Documents,FOLDER FAJRI,C:/Users/ASUS/OneDrive/Documents
sertifikat vaksin pertama fajri,jpeg,2021-08-19 09:55:26.000000,187.06,0.0002,documents,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Kartu Identitas Fajri\sertifikat vaksin pertama fajri.jpeg,Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Kartu Identitas Fajri\sertifikat vaksin pertama fajri.jpeg,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Kartu Identitas Fajri,Sertifikat Vaksin Pertama Fajri,image,2021,8,menengah,0.18267578125,Sedang (100KB–1MB),Lainnya,C:/Users/ASUS/OneDrive/Documents/FOLDER FAJRI/Kartu Identitas Fajri/sertifikat vaksin pertama fajri.jpeg,C:,Users,sertifikat vaksin pertama fajri.jpeg,Lainnya,Yes,ASUS,OneDrive,Documents,FOLDER FAJRI,C:/Users/ASUS/OneDrive/Documents
SERTIFIKAT-VAKSIN-DOSIS 3 (Booster)-FAJRI-846,pdf,2023-04-09 18:57:44.000000,211.65,0.0002,documents,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Kartu Identitas Fajri\SERTIFIKAT-VAKSIN-DOSIS 3 (Booster)-FAJRI-846.pdf,Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Kartu Identitas Fajri\SERTIFIKAT-VAKSIN-DOSIS 3 (Booster)-FAJRI-846.pdf,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Kartu Identitas Fajri,Sertifikat Vaksin Dosis 3 Booster Fajri 846,document,2023,4,menengah,0.206689453125,Sedang (100KB–1MB),Lainnya,C:/Users/ASUS/OneDrive/Documents/FOLDER FAJRI/Kartu Identitas Fajri/SERTIFIKAT-VAKSIN-DOSIS 3 (Booster)-FAJRI-846.pdf,C:,Users,SERTIFIKAT-VAKSIN-DOSIS 3 (Booster)-FAJRI-846.pdf,Lainnya,Yes,ASUS,OneDrive,Documents,FOLDER FAJRI,C:/Users/ASUS/OneDrive/Documents
SKCK Fajri,pdf,2024-03-27 11:57:02.744393,243.12,0.0002,documents,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Kartu Identitas Fajri\SKCK Fajri.pdf,Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Kartu Identitas Fajri\SKCK Fajri.pdf,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Kartu Identitas Fajri,Skck Fajri,document,2024,3,menengah,0.237421875,Sedang (100KB–1MB),Lainnya,C:/Users/ASUS/OneDrive/Documents/FOLDER FAJRI/Kartu Identitas Fajri/SKCK Fajri.pdf,C:,Users,SKCK Fajri.pdf,Lainnya,Yes,ASUS,OneDrive,Documents,FOLDER FAJRI,C:/Users/ASUS/OneDrive/Documents
TOEFL_PBT_Fajri Ilham Mughni_ENGLISH_PROFICIENCY_TEST,pdf,2024-06-26 17:55:29.991736,609.9,0.0006,documents,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Kartu Identitas Fajri\TOEFL_PBT_Fajri Ilham Mughni_ENGLISH_PROFICIENCY_TEST.pdf,Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Kartu Identitas Fajri\TOEFL_PBT_Fajri Ilham Mughni_ENGLISH_PROFICIENCY_TEST.pdf,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Kartu Identitas Fajri,Toefl Pbt Fajri Ilham Mughni English Proficiency Test,document,2024,6,menengah,0.59560546875,Sedang (100KB–1MB),Lainnya,C:/Users/ASUS/OneDrive/Documents/FOLDER FAJRI/Kartu Identitas Fajri/TOEFL_PBT_Fajri Ilham Mughni_ENGLISH_PROFICIENCY_TEST.pdf,C:,Users,TOEFL_PBT_Fajri Ilham Mughni_ENGLISH_PROFICIENCY_TEST.pdf,Lainnya,Yes,ASUS,OneDrive,Documents,FOLDER FAJRI,C:/Users/ASUS/OneDrive/Documents
ttd fajri,jpg,2021-07-10 03:29:44.000000,161.46,0.0002,documents,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Kartu Identitas Fajri\ttd fajri.jpg,Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Kartu Identitas Fajri\ttd fajri.jpg,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Kartu Identitas Fajri,Ttd Fajri,image,2021,7,menengah,0.15767578125,Sedang (100KB–1MB),Lainnya,C:/Users/ASUS/OneDrive/Documents/FOLDER FAJRI/Kartu Identitas Fajri/ttd fajri.jpg,C:,Users,ttd fajri.jpg,Lainnya,Yes,ASUS,OneDrive,Documents,FOLDER FAJRI,C:/Users/ASUS/OneDrive/Documents
IMG-20230606-WA0031,jpg,2023-06-06 16:47:24.000000,36.16,0.0,documents,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\MCU RSCM 17 Maret 2023\IMG-20230606-WA0031.jpg,Users\ASUS\OneDrive\Documents\FOLDER FAJRI\MCU RSCM 17 Maret 2023\IMG-20230606-WA0031.jpg,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\MCU RSCM 17 Maret 2023,Img 20230606 Wa0031,image,2023,6,menengah,0.0353125,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/FOLDER FAJRI/MCU RSCM 17 Maret 2023/IMG-20230606-WA0031.jpg,C:,Users,IMG-20230606-WA0031.jpg,Lainnya,Yes,ASUS,OneDrive,Documents,FOLDER FAJRI,C:/Users/ASUS/OneDrive/Documents
IMG-20230606-WA0032,jpg,2023-06-06 16:47:24.000000,38.23,0.0,documents,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\MCU RSCM 17 Maret 2023\IMG-20230606-WA0032.jpg,Users\ASUS\OneDrive\Documents\FOLDER FAJRI\MCU RSCM 17 Maret 2023\IMG-20230606-WA0032.jpg,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\MCU RSCM 17 Maret 2023,Img 20230606 Wa0032,image,2023,6,menengah,0.037333984375,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/FOLDER FAJRI/MCU RSCM 17 Maret 2023/IMG-20230606-WA0032.jpg,C:,Users,IMG-20230606-WA0032.jpg,Lainnya,Yes,ASUS,OneDrive,Documents,FOLDER FAJRI,C:/Users/ASUS/OneDrive/Documents
IMG-20230606-WA0033,jpg,2023-06-06 16:47:24.000000,35.05,0.0,documents,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\MCU RSCM 17 Maret 2023\IMG-20230606-WA0033.jpg,Users\ASUS\OneDrive\Documents\FOLDER FAJRI\MCU RSCM 17 Maret 2023\IMG-20230606-WA0033.jpg,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\MCU RSCM 17 Maret 2023,Img 20230606 Wa0033,image,2023,6,menengah,0.034228515625,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/FOLDER FAJRI/MCU RSCM 17 Maret 2023/IMG-20230606-WA0033.jpg,C:,Users,IMG-20230606-WA0033.jpg,Lainnya,Yes,ASUS,OneDrive,Documents,FOLDER FAJRI,C:/Users/ASUS/OneDrive/Documents
IMG-20230606-WA0034,jpg,2023-06-06 16:47:24.000000,35.63,0.0,documents,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\MCU RSCM 17 Maret 2023\IMG-20230606-WA0034.jpg,Users\ASUS\OneDrive\Documents\FOLDER FAJRI\MCU RSCM 17 Maret 2023\IMG-20230606-WA0034.jpg,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\MCU RSCM 17 Maret 2023,Img 20230606 Wa0034,image,2023,6,menengah,0.034794921875,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/FOLDER FAJRI/MCU RSCM 17 Maret 2023/IMG-20230606-WA0034.jpg,C:,Users,IMG-20230606-WA0034.jpg,Lainnya,Yes,ASUS,OneDrive,Documents,FOLDER FAJRI,C:/Users/ASUS/OneDrive/Documents
IMG-20230606-WA0035,jpg,2023-06-06 16:47:24.000000,36.5,0.0,documents,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\MCU RSCM 17 Maret 2023\IMG-20230606-WA0035.jpg,Users\ASUS\OneDrive\Documents\FOLDER FAJRI\MCU RSCM 17 Maret 2023\IMG-20230606-WA0035.jpg,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\MCU RSCM 17 Maret 2023,Img 20230606 Wa0035,image,2023,6,menengah,0.03564453125,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/FOLDER FAJRI/MCU RSCM 17 Maret 2023/IMG-20230606-WA0035.jpg,C:,Users,IMG-20230606-WA0035.jpg,Lainnya,Yes,ASUS,OneDrive,Documents,FOLDER FAJRI,C:/Users/ASUS/OneDrive/Documents
IMG-20230606-WA0036,jpg,2023-06-06 16:47:26.000000,41.53,0.0,documents,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\MCU RSCM 17 Maret 2023\IMG-20230606-WA0036.jpg,Users\ASUS\OneDrive\Documents\FOLDER FAJRI\MCU RSCM 17 Maret 2023\IMG-20230606-WA0036.jpg,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\MCU RSCM 17 Maret 2023,Img 20230606 Wa0036,image,2023,6,menengah,0.040556640625,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/FOLDER FAJRI/MCU RSCM 17 Maret 2023/IMG-20230606-WA0036.jpg,C:,Users,IMG-20230606-WA0036.jpg,Lainnya,Yes,ASUS,OneDrive,Documents,FOLDER FAJRI,C:/Users/ASUS/OneDrive/Documents
IMG-20230606-WA0037,jpg,2023-06-06 16:47:26.000000,36.1,0.0,documents,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\MCU RSCM 17 Maret 2023\IMG-20230606-WA0037.jpg,Users\ASUS\OneDrive\Documents\FOLDER FAJRI\MCU RSCM 17 Maret 2023\IMG-20230606-WA0037.jpg,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\MCU RSCM 17 Maret 2023,Img 20230606 Wa0037,image,2023,6,menengah,0.03525390625,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/FOLDER FAJRI/MCU RSCM 17 Maret 2023/IMG-20230606-WA0037.jpg,C:,Users,IMG-20230606-WA0037.jpg,Lainnya,Yes,ASUS,OneDrive,Documents,FOLDER FAJRI,C:/Users/ASUS/OneDrive/Documents
IMG-20230606-WA0038,jpg,2023-06-06 16:47:26.000000,34.97,0.0,documents,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\MCU RSCM 17 Maret 2023\IMG-20230606-WA0038.jpg,Users\ASUS\OneDrive\Documents\FOLDER FAJRI\MCU RSCM 17 Maret 2023\IMG-20230606-WA0038.jpg,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\MCU RSCM 17 Maret 2023,Img 20230606 Wa0038,image,2023,6,menengah,0.034150390625,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/FOLDER FAJRI/MCU RSCM 17 Maret 2023/IMG-20230606-WA0038.jpg,C:,Users,IMG-20230606-WA0038.jpg,Lainnya,Yes,ASUS,OneDrive,Documents,FOLDER FAJRI,C:/Users/ASUS/OneDrive/Documents
IMG-20230606-WA0039,jpg,2023-06-06 16:47:26.000000,70.75,0.0001,documents,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\MCU RSCM 17 Maret 2023\IMG-20230606-WA0039.jpg,Users\ASUS\OneDrive\Documents\FOLDER FAJRI\MCU RSCM 17 Maret 2023\IMG-20230606-WA0039.jpg,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\MCU RSCM 17 Maret 2023,Img 20230606 Wa0039,image,2023,6,menengah,0.069091796875,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/FOLDER FAJRI/MCU RSCM 17 Maret 2023/IMG-20230606-WA0039.jpg,C:,Users,IMG-20230606-WA0039.jpg,Lainnya,Yes,ASUS,OneDrive,Documents,FOLDER FAJRI,C:/Users/ASUS/OneDrive/Documents
MCU 17 Maret 2023,pdf,2023-06-06 16:49:06.000000,267.25,0.0003,documents,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\MCU RSCM 17 Maret 2023\MCU 17 Maret 2023.pdf,Users\ASUS\OneDrive\Documents\FOLDER FAJRI\MCU RSCM 17 Maret 2023\MCU 17 Maret 2023.pdf,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\MCU RSCM 17 Maret 2023,Mcu 17 Maret 2023,document,2023,6,menengah,0.260986328125,Sedang (100KB–1MB),Lainnya,C:/Users/ASUS/OneDrive/Documents/FOLDER FAJRI/MCU RSCM 17 Maret 2023/MCU 17 Maret 2023.pdf,C:,Users,MCU 17 Maret 2023.pdf,Lainnya,Yes,ASUS,OneDrive,Documents,FOLDER FAJRI,C:/Users/ASUS/OneDrive/Documents
Analysis Writing_Fajri Ilham Mughni,pdf,2024-04-15 13:57:07.103613,175.48,0.0002,documents,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Recruitment Folder\Analysis Writing_Fajri Ilham Mughni.pdf,Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Recruitment Folder\Analysis Writing_Fajri Ilham Mughni.pdf,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Recruitment Folder,Analysis Writing Fajri Ilham Mughni,document,2024,4,menengah,0.1713671875,Sedang (100KB–1MB),Lainnya,C:/Users/ASUS/OneDrive/Documents/FOLDER FAJRI/Recruitment Folder/Analysis Writing_Fajri Ilham Mughni.pdf,C:,Users,Analysis Writing_Fajri Ilham Mughni.pdf,Lainnya,Yes,ASUS,OneDrive,Documents,FOLDER FAJRI,C:/Users/ASUS/OneDrive/Documents
DCR Research Officer RDI Docs - Fajri Mughni,pdf,2024-09-25 19:59:02.480161,2496.92,0.0024,documents,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Recruitment Folder\DCR Research Officer RDI Docs - Fajri Mughni.pdf,Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Recruitment Folder\DCR Research Officer RDI Docs - Fajri Mughni.pdf,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Recruitment Folder,Dcr Research Officer Rdi Docs Fajri Mughni,document,2024,9,baru,2.4383984375,Besar (>1MB),Lainnya,C:/Users/ASUS/OneDrive/Documents/FOLDER FAJRI/Recruitment Folder/DCR Research Officer RDI Docs - Fajri Mughni.pdf,C:,Users,DCR Research Officer RDI Docs - Fajri Mughni.pdf,Lainnya,Yes,ASUS,OneDrive,Documents,FOLDER FAJRI,C:/Users/ASUS/OneDrive/Documents
desktop,ini,2024-09-25 19:57:58.144915,0.11,0.0,documents,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Recruitment Folder\desktop.ini,Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Recruitment Folder\desktop.ini,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Recruitment Folder,Desktop,config,2024,9,baru,0.000107421875,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/FOLDER FAJRI/Recruitment Folder/desktop.ini,C:,Users,desktop.ini,Lainnya,Yes,ASUS,OneDrive,Documents,FOLDER FAJRI,C:/Users/ASUS/OneDrive/Documents
DRAFT INTERVIEW Fajri for Acc Labs,pdf,2023-07-04 12:03:50.000000,208.25,0.0002,documents,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Recruitment Folder\DRAFT INTERVIEW Fajri for Acc Labs.pdf,Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Recruitment Folder\DRAFT INTERVIEW Fajri for Acc Labs.pdf,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Recruitment Folder,Draft Interview Fajri For Acc Labs,document,2023,7,menengah,0.203369140625,Sedang (100KB–1MB),Lainnya,C:/Users/ASUS/OneDrive/Documents/FOLDER FAJRI/Recruitment Folder/DRAFT INTERVIEW Fajri for Acc Labs.pdf,C:,Users,DRAFT INTERVIEW Fajri for Acc Labs.pdf,Lainnya,Yes,ASUS,OneDrive,Documents,FOLDER FAJRI,C:/Users/ASUS/OneDrive/Documents
DRAFT INTERVIEW FAJRI for HCML,pdf,2023-12-01 08:54:04.000000,255.75,0.0002,documents,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Recruitment Folder\DRAFT INTERVIEW FAJRI for HCML.pdf,Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Recruitment Folder\DRAFT INTERVIEW FAJRI for HCML.pdf,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Recruitment Folder,Draft Interview Fajri For Hcml,document,2023,12,menengah,0.249755859375,Sedang (100KB–1MB),Lainnya,C:/Users/ASUS/OneDrive/Documents/FOLDER FAJRI/Recruitment Folder/DRAFT INTERVIEW FAJRI for HCML.pdf,C:,Users,DRAFT INTERVIEW FAJRI for HCML.pdf,Lainnya,Yes,ASUS,OneDrive,Documents,FOLDER FAJRI,C:/Users/ASUS/OneDrive/Documents
DRAFT INTERVIEW Fajri for MT at YMT,pdf,2025-07-18 19:29:56.871769,79.03,0.0001,documents,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Recruitment Folder\DRAFT INTERVIEW Fajri for MT at YMT.pdf,Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Recruitment Folder\DRAFT INTERVIEW Fajri for MT at YMT.pdf,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Recruitment Folder,Draft Interview Fajri For Mt At Ymt,document,2025,7,baru,0.077177734375,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/FOLDER FAJRI/Recruitment Folder/DRAFT INTERVIEW Fajri for MT at YMT.pdf,C:,Users,DRAFT INTERVIEW Fajri for MT at YMT.pdf,Lainnya,Yes,ASUS,OneDrive,Documents,FOLDER FAJRI,C:/Users/ASUS/OneDrive/Documents
DRAFT INTERVIEW Fajri for MT at YMT.pdf,docx,2025-07-18 19:31:30.166986,17.12,0.0,documents,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Recruitment Folder\DRAFT INTERVIEW Fajri for MT at YMT.pdf.docx,Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Recruitment Folder\DRAFT INTERVIEW Fajri for MT at YMT.pdf.docx,C:\Users\ASUS\OneDrive\Documents\FOLDER FAJRI\Recruitment Folder,Draft Interview Fajri For Mt At Ymtpdf,document,2025,7,baru,0.01671875,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/FOLDER FAJRI/Recruitment Folder/DRAFT INTERVIEW Fajri for MT at YMT.pdf.docx,C:,Users,DRAFT INTERVIEW Fajri for MT at YMT.pdf.docx,Lainnya,Yes,ASUS,OneDrive,Documents,FOLDER FAJRI,C:/Users/ASUS/OneDrive/Documents
