FileName,FileExt,DateModified,Size_KB,Size_GB,Source,Path,SimplePath,ParentPath
Geologi Lingkungan,.pdf,2022-05-20 05:19:14.000000,1151.59,0.0011,Downloads,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\administrasi\presentasi geoling ke Bu Kurniah dan Pak Aris\Geologi Lingkungan.pdf,Users\ASUS\Downloads\Portfolio\magang PATGTL\administrasi\presentasi geoling ke Bu Kurniah dan Pak Aris\Geologi Lingkungan.pdf,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\administrasi\presentasi geoling ke Bu Kurniah dan Pak Aris
WhatsApp Image 2021-09-26 at 9.37.55 PM,.jpeg,2022-05-20 05:19:14.000000,178.05,0.0002,Downloads,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\administrasi\presentasi geoling ke Bu Kurniah dan Pak Aris\WhatsApp Image 2021-09-26 at 9.37.55 PM.jpeg,Users\ASUS\Downloads\Portfolio\magang PATGTL\administrasi\presentasi geoling ke Bu Kurniah dan Pak Aris\WhatsApp Image 2021-09-26 at 9.37.55 PM.jpeg,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\administrasi\presentasi geoling ke Bu Kurniah dan Pak Aris
Perubahan Tuplah 1997_2021,.mxd,2022-05-20 05:19:14.000000,325.0,0.0003,Downloads,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\Perubahan Tuplah 1997_2021.mxd,Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\Perubahan Tuplah 1997_2021.mxd,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021
log,,2022-05-20 05:19:14.000000,0.16,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\analisis tutupan lahan\unsupervised\log,Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\analisis tutupan lahan\unsupervised\log,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\analisis tutupan lahan\unsupervised
perubahan lahan 2021_2017,.xlsx,2022-05-20 05:19:14.000000,18.33,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\analisis tutupan lahan\unsupervised\perubahan lahan 2021_2017.xlsx,Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\analisis tutupan lahan\unsupervised\perubahan lahan 2021_2017.xlsx,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\analisis tutupan lahan\unsupervised
Perubahan Lahan,.lyr,2022-05-20 05:19:14.000000,7.0,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\analisis tutupan lahan\unsupervised\Perubahan Lahan.lyr,Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\analisis tutupan lahan\unsupervised\Perubahan Lahan.lyr,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\analisis tutupan lahan\unsupervised
struktur,.shx,2022-05-20 05:19:14.000000,0.28,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Peta Geoling DIY\area kerja dan satuanGL\struktur.shx,Users\ASUS\Downloads\Portfolio\magang PATGTL\Peta Geoling DIY\area kerja dan satuanGL\struktur.shx,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Peta Geoling DIY\area kerja dan satuanGL
struktur,.shp,2022-05-20 05:19:14.000000,2.23,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Peta Geoling DIY\area kerja dan satuanGL\struktur.shp,Users\ASUS\Downloads\Portfolio\magang PATGTL\Peta Geoling DIY\area kerja dan satuanGL\struktur.shp,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Peta Geoling DIY\area kerja dan satuanGL
poly0817,.cpg,2022-05-20 05:19:14.000000,0.0,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\analisis tutupan lahan\unsupervised\poly0817.cpg,Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\analisis tutupan lahan\unsupervised\poly0817.cpg,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\analisis tutupan lahan\unsupervised
poly0817,.prj,2022-05-20 05:19:14.000000,0.4,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\analisis tutupan lahan\unsupervised\poly0817.prj,Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\analisis tutupan lahan\unsupervised\poly0817.prj,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\analisis tutupan lahan\unsupervised
poly0817,.sbx,2022-05-20 05:19:14.000000,129.57,0.0001,Downloads,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\analisis tutupan lahan\unsupervised\poly0817.sbx,Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\analisis tutupan lahan\unsupervised\poly0817.sbx,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\analisis tutupan lahan\unsupervised
klasifikasi2007,.shx,2022-05-20 05:19:14.000000,0.13,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\Analisis Tuplah 2007\klasifikasi2007.shx,Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\Analisis Tuplah 2007\klasifikasi2007.shx,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\Analisis Tuplah 2007
area kerja,.rar,2022-05-20 05:19:14.000000,127.02,0.0001,Downloads,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Peta Geoling DIY\area kerja dan satuanGL\area kerja.rar,Users\ASUS\Downloads\Portfolio\magang PATGTL\Peta Geoling DIY\area kerja dan satuanGL\area kerja.rar,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Peta Geoling DIY\area kerja dan satuanGL
arc0001,.dat,2022-05-20 05:19:14.000000,0.08,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\analisis tutupan lahan\unsupervised\info\arc0001.dat,Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\analisis tutupan lahan\unsupervised\info\arc0001.dat,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\analisis tutupan lahan\unsupervised\info
LC08_L1TP_119066_20210927_20211001_01_T1_MTL,.txt,2022-05-20 05:19:14.000000,8.43,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\materi dan latihan supervised dan unsupervised tutupan lahan\LC08_L1TP_119066_20210927_20211001_01_T1\LC08_L1TP_119066_20210927_20211001_01_T1_MTL.txt,Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\materi dan latihan supervised dan unsupervised tutupan lahan\LC08_L1TP_119066_20210927_20211001_01_T1\LC08_L1TP_119066_20210927_20211001_01_T1_MTL.txt,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\materi dan latihan supervised dan unsupervised tutupan lahan\LC08_L1TP_119066_20210927_20211001_01_T1
DIY2007DISS,.cpg,2022-05-20 05:19:14.000000,0.0,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\Analisis Tuplah 2007\DIY2007DISS.cpg,Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\Analisis Tuplah 2007\DIY2007DISS.cpg,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\Analisis Tuplah 2007
DIY2007DISS,.dbf,2022-05-20 05:19:14.000000,0.42,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\Analisis Tuplah 2007\DIY2007DISS.dbf,Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\Analisis Tuplah 2007\DIY2007DISS.dbf,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\Analisis Tuplah 2007
DIY2007DISS,.prj,2022-05-20 05:19:14.000000,0.4,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\Analisis Tuplah 2007\DIY2007DISS.prj,Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\Analisis Tuplah 2007\DIY2007DISS.prj,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\Analisis Tuplah 2007
DIY2007DISS,.sbx,2022-05-20 05:19:14.000000,0.11,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\Analisis Tuplah 2007\DIY2007DISS.sbx,Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\Analisis Tuplah 2007\DIY2007DISS.sbx,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\Analisis Tuplah 2007
DIY2007DISS,.shx,2022-05-20 05:19:14.000000,0.13,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\Analisis Tuplah 2007\DIY2007DISS.shx,Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\Analisis Tuplah 2007\DIY2007DISS.shx,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\Analisis Tuplah 2007
DIY2007DISS,.xml,2022-05-20 05:19:14.000000,5.92,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\Analisis Tuplah 2007\DIY2007DISS.xml,Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\Analisis Tuplah 2007\DIY2007DISS.xml,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\Analisis Tuplah 2007
DIY2007_FIX,.cpg,2022-05-20 05:19:14.000000,0.0,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\Analisis Tuplah 2007\DIY2007_FIX.cpg,Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\Analisis Tuplah 2007\DIY2007_FIX.cpg,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\Analisis Tuplah 2007
DIY2007_FIX,.prj,2022-05-20 05:19:14.000000,0.4,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\Analisis Tuplah 2007\DIY2007_FIX.prj,Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\Analisis Tuplah 2007\DIY2007_FIX.prj,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\Analisis Tuplah 2007
DIY2007_FIX,.sbx,2022-05-20 05:19:14.000000,96.66,0.0001,Downloads,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\Analisis Tuplah 2007\DIY2007_FIX.sbx,Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\Analisis Tuplah 2007\DIY2007_FIX.sbx,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\Analisis Tuplah 2007
DIY2007_FIX,.xml,2022-05-20 05:19:14.000000,0.58,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\Analisis Tuplah 2007\DIY2007_FIX.xml,Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\Analisis Tuplah 2007\DIY2007_FIX.xml,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\Analisis Tuplah 2007
klasifikasi,.gsg,2022-05-20 05:19:14.000000,7.26,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\Analisis Tuplah 2007\klasifikasi.gsg,Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\Analisis Tuplah 2007\klasifikasi.gsg,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\Analisis Tuplah 2007
klasifikasi2007,.cpg,2022-05-20 05:19:14.000000,0.0,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\Analisis Tuplah 2007\klasifikasi2007.cpg,Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\Analisis Tuplah 2007\klasifikasi2007.cpg,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\Analisis Tuplah 2007
klasifikasi2007,.dbf,2022-05-20 05:19:14.000000,1.41,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\Analisis Tuplah 2007\klasifikasi2007.dbf,Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\Analisis Tuplah 2007\klasifikasi2007.dbf,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\Analisis Tuplah 2007
klasifikasi2007,.prj,2022-05-20 05:19:14.000000,0.14,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\Analisis Tuplah 2007\klasifikasi2007.prj,Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\Analisis Tuplah 2007\klasifikasi2007.prj,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\Analisis Tuplah 2007
klasifikasi2007,.shp,2022-05-20 05:19:14.000000,7.88,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\Analisis Tuplah 2007\klasifikasi2007.shp,Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\Analisis Tuplah 2007\klasifikasi2007.shp,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\Analisis Tuplah 2007
2007FIX,.mxd,2022-05-20 05:19:14.000000,617.5,0.0006,Downloads,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\Analisis Tuplah 2007\2007FIX.mxd,Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\Analisis Tuplah 2007\2007FIX.mxd,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\Analisis Tuplah 2007
DIY2007DISS,.sbn,2022-05-20 05:19:14.000000,0.15,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\Analisis Tuplah 2007\DIY2007DISS.sbn,Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\Analisis Tuplah 2007\DIY2007DISS.sbn,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\Analisis Tuplah 2007
Multispectral_LC08_L1TP_120065_20170518_20170525_01_T1_MTL1,.tfw,2022-05-20 05:19:14.000000,0.09,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\materi dan latihan supervised dan unsupervised tutupan lahan\koreksi atmosfer\Multispectral_LC08_L1TP_120065_20170518_20170525_01_T1_MTL1.tfw,Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\materi dan latihan supervised dan unsupervised tutupan lahan\koreksi atmosfer\Multispectral_LC08_L1TP_120065_20170518_20170525_01_T1_MTL1.tfw,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\materi dan latihan supervised dan unsupervised tutupan lahan\koreksi atmosfer
arc0002,.nit,2022-05-20 05:19:14.000000,0.28,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\analisis tutupan lahan\unsupervised\info\arc0002.nit,Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\analisis tutupan lahan\unsupervised\info\arc0002.nit,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\analisis tutupan lahan\unsupervised\info
LC08_L1TP_119066_20210927_20211001_01_T1_B8,.imd,2022-05-20 05:19:14.000000,11.23,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\materi dan latihan supervised dan unsupervised tutupan lahan\LC08_L1TP_119066_20210927_20211001_01_T1\LC08_L1TP_119066_20210927_20211001_01_T1_B8.IMD,Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\materi dan latihan supervised dan unsupervised tutupan lahan\LC08_L1TP_119066_20210927_20211001_01_T1\LC08_L1TP_119066_20210927_20211001_01_T1_B8.IMD,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\materi dan latihan supervised dan unsupervised tutupan lahan\LC08_L1TP_119066_20210927_20211001_01_T1
LC08_L1TP_119066_20210927_20211001_01_T1_B7,.imd,2022-05-20 05:19:14.000000,11.23,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\materi dan latihan supervised dan unsupervised tutupan lahan\LC08_L1TP_119066_20210927_20211001_01_T1\LC08_L1TP_119066_20210927_20211001_01_T1_B7.IMD,Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\materi dan latihan supervised dan unsupervised tutupan lahan\LC08_L1TP_119066_20210927_20211001_01_T1\LC08_L1TP_119066_20210927_20211001_01_T1_B7.IMD,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\materi dan latihan supervised dan unsupervised tutupan lahan\LC08_L1TP_119066_20210927_20211001_01_T1
LC08_L1TP_119066_20210927_20211001_01_T1_B6,.imd,2022-05-20 05:19:14.000000,11.23,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\materi dan latihan supervised dan unsupervised tutupan lahan\LC08_L1TP_119066_20210927_20211001_01_T1\LC08_L1TP_119066_20210927_20211001_01_T1_B6.IMD,Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\materi dan latihan supervised dan unsupervised tutupan lahan\LC08_L1TP_119066_20210927_20211001_01_T1\LC08_L1TP_119066_20210927_20211001_01_T1_B6.IMD,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\materi dan latihan supervised dan unsupervised tutupan lahan\LC08_L1TP_119066_20210927_20211001_01_T1
LC08_L1TP_119066_20210927_20211001_01_T1_B5,.imd,2022-05-20 05:19:14.000000,11.23,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\materi dan latihan supervised dan unsupervised tutupan lahan\LC08_L1TP_119066_20210927_20211001_01_T1\LC08_L1TP_119066_20210927_20211001_01_T1_B5.IMD,Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\materi dan latihan supervised dan unsupervised tutupan lahan\LC08_L1TP_119066_20210927_20211001_01_T1\LC08_L1TP_119066_20210927_20211001_01_T1_B5.IMD,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\materi dan latihan supervised dan unsupervised tutupan lahan\LC08_L1TP_119066_20210927_20211001_01_T1
LC08_L1TP_119066_20210927_20211001_01_T1_B4,.imd,2022-05-20 05:19:14.000000,11.23,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\materi dan latihan supervised dan unsupervised tutupan lahan\LC08_L1TP_119066_20210927_20211001_01_T1\LC08_L1TP_119066_20210927_20211001_01_T1_B4.IMD,Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\materi dan latihan supervised dan unsupervised tutupan lahan\LC08_L1TP_119066_20210927_20211001_01_T1\LC08_L1TP_119066_20210927_20211001_01_T1_B4.IMD,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\materi dan latihan supervised dan unsupervised tutupan lahan\LC08_L1TP_119066_20210927_20211001_01_T1
LC08_L1TP_119066_20210927_20211001_01_T1_B3,.imd,2022-05-20 05:19:14.000000,11.23,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\materi dan latihan supervised dan unsupervised tutupan lahan\LC08_L1TP_119066_20210927_20211001_01_T1\LC08_L1TP_119066_20210927_20211001_01_T1_B3.IMD,Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\materi dan latihan supervised dan unsupervised tutupan lahan\LC08_L1TP_119066_20210927_20211001_01_T1\LC08_L1TP_119066_20210927_20211001_01_T1_B3.IMD,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\materi dan latihan supervised dan unsupervised tutupan lahan\LC08_L1TP_119066_20210927_20211001_01_T1
LC08_L1TP_119066_20210927_20211001_01_T1_B11,.imd,2022-05-20 05:19:14.000000,11.23,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\materi dan latihan supervised dan unsupervised tutupan lahan\LC08_L1TP_119066_20210927_20211001_01_T1\LC08_L1TP_119066_20210927_20211001_01_T1_B11.IMD,Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\materi dan latihan supervised dan unsupervised tutupan lahan\LC08_L1TP_119066_20210927_20211001_01_T1\LC08_L1TP_119066_20210927_20211001_01_T1_B11.IMD,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\materi dan latihan supervised dan unsupervised tutupan lahan\LC08_L1TP_119066_20210927_20211001_01_T1
Multispectral_LC08_L1TP_120065_20170518_20170525_01_T1_MTL1.tif.aux,.xml,2022-05-20 05:19:14.000000,19.27,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\materi dan latihan supervised dan unsupervised tutupan lahan\koreksi atmosfer\Multispectral_LC08_L1TP_120065_20170518_20170525_01_T1_MTL1.tif.aux.xml,Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\materi dan latihan supervised dan unsupervised tutupan lahan\koreksi atmosfer\Multispectral_LC08_L1TP_120065_20170518_20170525_01_T1_MTL1.tif.aux.xml,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\materi dan latihan supervised dan unsupervised tutupan lahan\koreksi atmosfer
arc0001,.nit,2022-05-20 05:19:14.000000,0.56,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\analisis tutupan lahan\unsupervised\info\arc0001.nit,Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\analisis tutupan lahan\unsupervised\info\arc0001.nit,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\analisis tutupan lahan\unsupervised\info
arc0002,.dat,2022-05-20 05:19:14.000000,0.08,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\analisis tutupan lahan\unsupervised\info\arc0002.dat,Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\analisis tutupan lahan\unsupervised\info\arc0002.dat,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\analisis tutupan lahan\unsupervised\info
KoreksiRef.tif.aux,.xml,2022-05-20 05:19:14.000000,20.39,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\materi dan latihan supervised dan unsupervised tutupan lahan\koreksi atmosfer\KoreksiRef.tif.aux.xml,Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\materi dan latihan supervised dan unsupervised tutupan lahan\koreksi atmosfer\KoreksiRef.tif.aux.xml,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\materi dan latihan supervised dan unsupervised tutupan lahan\koreksi atmosfer
KoreksiRef,.tfw,2022-05-20 05:19:14.000000,0.09,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\materi dan latihan supervised dan unsupervised tutupan lahan\koreksi atmosfer\KoreksiRef.tfw,Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\materi dan latihan supervised dan unsupervised tutupan lahan\koreksi atmosfer\KoreksiRef.tfw,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\materi dan latihan supervised dan unsupervised tutupan lahan\koreksi atmosfer
apparentref.tif.aux,.xml,2022-05-20 05:19:14.000000,20.39,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\materi dan latihan supervised dan unsupervised tutupan lahan\koreksi atmosfer\apparentref.tif.aux.xml,Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\materi dan latihan supervised dan unsupervised tutupan lahan\koreksi atmosfer\apparentref.tif.aux.xml,C:\Users\ASUS\Downloads\Portfolio\magang PATGTL\Data Dasar\analisis tuplah 1997-2021\materi dan latihan supervised dan unsupervised tutupan lahan\koreksi atmosfer
